factor,observations,rank_ic_1d,rank_ic_1d_std,rank_ic_5d,rank_ic_5d_std,q5_minus_q1_1d,q5_minus_q1_5d
momentum_20d,346496,-0.014357512175922406,0.22789224434091915,-0.015619444493658496,0.20767737147088194,0.00020564748261389784,0.00037255850218485603
reversal_5d,347019,0.022719179760074294,0.2078242983990653,0.009014576847801934,0.18968083664163923,-1.9386285906104707e-05,0.00045873360323289356
low_volatility_20d,347242,0.034431594665195624,0.24681188088970127,0.03210082216474426,0.24181085886384085,-0.0005819223529218371,-0.002302252004875401
