signal_date,ts_code,composite_score,target_weight
2021-04-06,601998.SH,0.7955402261971605,0.045
2021-04-06,000651.SZ,0.7855850556580485,0.045
2021-04-06,001965.SZ,0.7758838890225751,0.045
2021-04-06,601901.SH,0.7577203818079731,0.045
2021-04-06,601006.SH,0.7457198114132421,0.045
2021-04-06,600406.SH,0.7389374615651988,0.045
2021-04-06,601229.SH,0.7322754293557213,0.045
2021-04-06,600015.SH,0.7262060729214014,0.045
2021-04-06,601377.SH,0.7188711531777225,0.045
2021-04-06,603369.SH,0.7184210760853097,0.045
2021-04-06,601328.SH,0.7176724330009002,0.045
2021-04-06,000776.SZ,0.7164915376594209,0.045
2021-04-06,601077.SH,0.7140629038439258,0.045
2021-04-06,601688.SH,0.7116342700284307,0.045
2021-04-06,601211.SH,0.7080158284537846,0.045
2021-04-06,601668.SH,0.7042503319875583,0.045
2021-04-06,601009.SH,0.7040141529192624,0.045
2021-04-06,601898.SH,0.7009527374490877,0.045
2021-05-07,600600.SH,0.7198455629337982,0.045
2021-05-07,002252.SZ,0.7097622638799109,0.045
2021-05-07,600161.SH,0.6760510567863509,0.045
2021-05-07,000999.SZ,0.6756085417850124,0.045
2021-05-07,000661.SZ,0.6541069877834583,0.045
2021-05-07,600886.SH,0.6516783216783216,0.045
2021-05-07,601169.SH,0.6501010101010101,0.045
2021-05-07,000725.SZ,0.6488349885408708,0.045
2021-05-07,601988.SH,0.648582381670617,0.045
2021-05-07,601916.SH,0.6449105959400078,0.045
2021-05-07,600048.SH,0.6431464450582097,0.045
2021-05-07,002241.SZ,0.6401295926295926,0.045
2021-05-07,601328.SH,0.6400120467767527,0.045
2021-05-07,600690.SH,0.6314843979549861,0.045
2021-05-07,601077.SH,0.6291751712339947,0.045
2021-05-07,600845.SH,0.6282727076844724,0.045
2021-05-07,002422.SZ,0.6259140532669946,0.045
2021-05-07,300759.SZ,0.6257687737099502,0.045
2021-05-07,600050.SH,0.6255782289605819,0.045
2021-05-07,601319.SH,0.6232693287105052,0.045
2021-06-04,002415.SZ,0.7075275947478114,0.045
2021-06-04,601888.SH,0.7065810242705549,0.045
2021-06-04,300866.SZ,0.7004590275348398,0.045
2021-06-04,600115.SH,0.7002033826582563,0.045
2021-06-04,601236.SH,0.690564084932316,0.045
2021-06-04,600515.SH,0.6903618162823939,0.045
2021-06-04,601688.SH,0.687299271125986,0.045
2021-06-04,000776.SZ,0.6869638824873482,0.045
2021-06-04,300433.SZ,0.6796959318258957,0.045
2021-06-04,600085.SH,0.6728337046026577,0.045
2021-06-04,000333.SZ,0.6709409323127735,0.045
2021-06-04,600600.SH,0.670245807141114,0.045
2021-06-04,002736.SZ,0.6603046852866347,0.045
2021-06-04,605117.SH,0.6558804853389691,0.045
2021-06-04,601066.SH,0.6529591707931058,0.045
2021-06-04,600029.SH,0.6474562901999725,0.045
2021-06-04,000963.SZ,0.6456290280116995,0.045
2021-06-04,601939.SH,0.6451685819194845,0.045
2021-06-04,601318.SH,0.6450081006037685,0.045
2021-06-04,002236.SZ,0.6443038549897756,0.045
2021-07-05,600027.SH,0.7103540141303433,0.045
2021-07-05,600900.SH,0.7063162964869325,0.045
2021-07-05,600050.SH,0.6991963003276407,0.045
2021-07-05,600025.SH,0.6882426634996565,0.045
2021-07-05,601077.SH,0.6864045383319205,0.045
2021-07-05,600011.SH,0.6861070723336001,0.045
2021-07-05,601766.SH,0.6787348801628208,0.045
2021-07-05,600875.SH,0.6784531390312759,0.045
2021-07-05,600674.SH,0.6776217516305302,0.045
2021-07-05,601138.SH,0.6763799908547071,0.045
2021-07-05,600741.SH,0.6735759118337099,0.045
2021-07-05,000725.SZ,0.6724123818765794,0.045
2021-07-05,601117.SH,0.6718686068539327,0.045
2021-07-05,600886.SH,0.6678910970337614,0.045
2021-07-05,688036.SH,0.6503822370393807,0.045
2021-07-05,000166.SZ,0.6452072919937762,0.045
2021-07-05,601668.SH,0.6442464223566996,0.045
2021-07-05,601818.SH,0.6407239262741431,0.045
2021-07-05,302132.SZ,0.6389609152848381,0.045
2021-07-05,002028.SZ,0.6382048781716341,0.045
2021-08-02,601816.SH,0.7148923460509571,0.045
2021-08-02,601998.SH,0.7090096875568138,0.045
2021-08-02,601988.SH,0.7032568890735785,0.045
2021-08-02,601117.SH,0.7029279103792779,0.045
2021-08-02,601901.SH,0.6993740747474223,0.045
2021-08-02,601211.SH,0.6899938532928168,0.045
2021-08-02,600000.SH,0.6898899652840904,0.045
2021-08-02,601881.SH,0.688747197188098,0.045
2021-08-02,601688.SH,0.6886086798431291,0.045
2021-08-02,001965.SZ,0.6860677522963577,0.045
2021-08-02,002415.SZ,0.683626384091283,0.045
2021-08-02,601288.SH,0.6827909513544399,0.045
2021-08-02,600999.SH,0.6825745180029262,0.045
2021-08-02,002736.SZ,0.681674155260629,0.045
2021-08-02,000166.SZ,0.681626539923296,0.045
2021-08-02,601006.SH,0.6792024863863423,0.045
2021-08-02,601668.SH,0.6791721857171303,0.045
2021-08-02,603993.SH,0.6763931814836939,0.045
2021-08-02,600061.SH,0.674094659290618,0.045
2021-08-02,601077.SH,0.6731986252153511,0.045
2021-08-30,600795.SH,0.7373877031584722,0.045
2021-08-30,600900.SH,0.7359694113349469,0.045
2021-08-30,600048.SH,0.6893277237599374,0.045
2021-08-30,601939.SH,0.6778196314363866,0.045
2021-08-30,600029.SH,0.6765266787495073,0.045
2021-08-30,601658.SH,0.6748257268375863,0.045
2021-08-30,600061.SH,0.6724973397785009,0.045
2021-08-30,601988.SH,0.6688092634125816,0.045
2021-08-30,600023.SH,0.6681171251712783,0.045
2021-08-30,601881.SH,0.6680592621185198,0.045
2021-08-30,600875.SH,0.6622389415017478,0.045
2021-08-30,601398.SH,0.6616225983135786,0.045
2021-08-30,000166.SZ,0.6616155734062149,0.045
2021-08-30,600000.SH,0.6610428585900937,0.045
2021-08-30,600115.SH,0.6581552519316647,0.045
2021-08-30,601288.SH,0.6581282614981095,0.045
2021-08-30,601229.SH,0.6577956875942355,0.045
2021-08-30,601818.SH,0.6563740681830114,0.045
2021-08-30,302132.SZ,0.6553892870902168,0.045
2021-08-30,600015.SH,0.6543353661196852,0.045
2021-09-29,600415.SH,0.7461920483388113,0.045
2021-09-29,600018.SH,0.7365132242841916,0.045
2021-09-29,601018.SH,0.7271035285478317,0.045
2021-09-29,601298.SH,0.7178439001648987,0.045
2021-09-29,601006.SH,0.6908624261996671,0.045
2021-09-29,600028.SH,0.6900736510236612,0.045
2021-09-29,000617.SZ,0.6847972436361022,0.045
2021-09-29,600377.SH,0.6847806850949256,0.045
2021-09-29,603259.SH,0.6655731637952759,0.045
2021-09-29,601728.SH,0.6632494534715249,0.045
2021-09-29,688009.SH,0.6587675141875038,0.045
2021-09-29,601881.SH,0.6539086525631298,0.045
2021-09-29,601688.SH,0.6535644608400758,0.045
2021-09-29,601360.SH,0.6517127878521786,0.045
2021-09-29,601111.SH,0.6490593039247101,0.045
2021-09-29,600900.SH,0.6449878797126923,0.045
2021-09-29,601186.SH,0.6448040561231686,0.045
2021-09-29,600585.SH,0.6433912290685696,0.045
2021-09-29,601066.SH,0.6414207626685697,0.045
2021-09-29,601988.SH,0.6402484060620433,0.045
2021-11-03,600741.SH,0.7927196750241401,0.045
2021-11-03,300014.SZ,0.7289315086737922,0.045
2021-11-03,600176.SH,0.7093197482768954,0.045
2021-11-03,600660.SH,0.7091449405653781,0.045
2021-11-03,002594.SZ,0.702668731062498,0.045
2021-11-03,601633.SH,0.6989894449438951,0.045
2021-11-03,601818.SH,0.6982069723304365,0.045
2021-11-03,600036.SH,0.6977741151400126,0.045
2021-11-03,600066.SH,0.6968834282289481,0.045
2021-11-03,601009.SH,0.6963756534478739,0.045
2021-11-03,601006.SH,0.6924549662038425,0.045
2021-11-03,601998.SH,0.6877518063463524,0.045
2021-11-03,600104.SH,0.6826990310658276,0.045
2021-11-03,601229.SH,0.6818416408617187,0.045
2021-11-03,601939.SH,0.6759814204375187,0.045
2021-11-03,000001.SZ,0.6726600739186894,0.045
2021-11-03,600000.SH,0.6724186727932607,0.045
2021-11-03,601319.SH,0.6721939200213098,0.045
2021-11-03,002001.SZ,0.6721439749608763,0.045
2021-11-03,601398.SH,0.6713032331102453,0.045
2021-12-01,601816.SH,0.7438956135294755,0.045
2021-12-01,600183.SH,0.7211822001687426,0.045
2021-12-01,603369.SH,0.7104896039562606,0.045
2021-12-01,000063.SZ,0.7093409852224979,0.045
2021-12-01,600809.SH,0.7060872616094027,0.045
2021-12-01,300251.SZ,0.7014217811526285,0.045
2021-12-01,300059.SZ,0.6955199692587858,0.045
2021-12-01,600436.SH,0.6883233507923382,0.045
2021-12-01,002625.SZ,0.682492544420219,0.045
2021-12-01,600115.SH,0.682292058241235,0.045
2021-12-01,002463.SZ,0.6821041024484374,0.045
2021-12-01,600482.SH,0.6752040364550701,0.045
2021-12-01,000100.SZ,0.6751288541379511,0.045
2021-12-01,300502.SZ,0.6750954397747871,0.045
2021-12-01,601066.SH,0.6741932519693591,0.045
2021-12-01,000858.SZ,0.6730070420770368,0.045
2021-12-01,000977.SZ,0.6693398157197872,0.045
2021-12-01,601336.SH,0.6682204345537929,0.045
2021-12-01,601899.SH,0.6657519484750519,0.045
2021-12-01,600000.SH,0.6648121695110644,0.045
2021-12-29,600585.SH,0.7308581230138692,0.045
2021-12-29,300251.SZ,0.7233893829044882,0.045
2021-12-29,600570.SH,0.7157890187850694,0.045
2021-12-29,601800.SH,0.7146345117977208,0.045
2021-12-29,601166.SH,0.713588618971604,0.045
2021-12-29,600085.SH,0.7135036050337461,0.045
2021-12-29,300408.SZ,0.7118677951794617,0.045
2021-12-29,300059.SZ,0.7038522353854103,0.045
2021-12-29,601390.SH,0.6995740860750771,0.045
2021-12-29,601186.SH,0.6991695761801336,0.045
2021-12-29,000002.SZ,0.6896673056290621,0.045
2021-12-29,600887.SH,0.6853395648549784,0.045
2021-12-29,600048.SH,0.6774825501512863,0.045
2021-12-29,002384.SZ,0.6770890655014089,0.045
2021-12-29,300433.SZ,0.6754686644233613,0.045
2021-12-29,000538.SZ,0.6746456675155663,0.045
2021-12-29,601838.SH,0.6718268798603693,0.045
2021-12-29,000876.SZ,0.6687544525311985,0.045
2021-12-29,300413.SZ,0.668279304319139,0.045
2021-12-29,601006.SH,0.6679606348864494,0.045
2022-01-27,000157.SZ,0.730701754385965,0.045
2022-01-27,000425.SZ,0.7273330038711804,0.045
2022-01-27,600050.SH,0.7168231611893584,0.045
2022-01-27,601601.SH,0.7167531504818384,0.045
2022-01-27,601298.SH,0.7145375175026768,0.045
2022-01-27,601825.SH,0.7122354007083437,0.045
2022-01-27,000651.SZ,0.7024750844246768,0.045
2022-01-27,000002.SZ,0.6999135161848282,0.045
2022-01-27,601077.SH,0.6970471954534223,0.045
2022-01-27,001965.SZ,0.6933366279548636,0.045
2022-01-27,600000.SH,0.6923276501111935,0.045
2022-01-27,600019.SH,0.6907050490074953,0.045
2022-01-27,600926.SH,0.6850135903138127,0.045
2022-01-27,601229.SH,0.6830368173956017,0.045
2022-01-27,601818.SH,0.6818219257062844,0.045
2022-01-27,601766.SH,0.6817807429371551,0.045
2022-01-27,601336.SH,0.6816160118606375,0.045
2022-01-27,600015.SH,0.6795074540812124,0.045
2022-01-27,000166.SZ,0.6758421876286961,0.045
2022-01-27,601607.SH,0.6746190593855531,0.045
2022-03-03,302132.SZ,0.7665505226480837,0.045
2022-03-03,300124.SZ,0.7584204413472707,0.045
2022-03-03,002050.SZ,0.7444831591173054,0.045
2022-03-03,002625.SZ,0.7398373983739838,0.045
2022-03-03,601698.SH,0.7398373983739837,0.045
2022-03-03,600482.SH,0.7340301974448317,0.045
2022-03-03,600887.SH,0.7282229965156795,0.045
2022-03-03,000975.SZ,0.7282229965156795,0.045
2022-03-03,002230.SZ,0.7096399535423926,0.045
2022-03-03,600489.SH,0.7049941927990709,0.045
2022-03-03,600160.SH,0.7015098722415796,0.045
2022-03-03,688981.SH,0.6980255516840882,0.045
2022-03-03,600050.SH,0.6957026713124274,0.045
2022-03-03,600016.SH,0.6916376306620209,0.045
2022-03-03,600760.SH,0.6887340301974448,0.045
2022-03-03,601138.SH,0.681184668989547,0.045
2022-03-03,600066.SH,0.6689895470383275,0.045
2022-03-03,600176.SH,0.6643437862950058,0.045
2022-03-03,601077.SH,0.6631823461091754,0.045
2022-03-03,688396.SH,0.6631823461091754,0.045
2022-03-31,002648.SZ,0.8153673054587688,0.045
2022-03-31,601728.SH,0.7983247838430766,0.045
2022-03-31,600760.SH,0.794630758807588,0.045
2022-03-31,600941.SH,0.7707002516453736,0.045
2022-03-31,300661.SZ,0.7623040069686411,0.045
2022-03-31,600372.SH,0.7306789585753001,0.045
2022-03-31,601012.SH,0.7282794554136016,0.045
2022-03-31,002230.SZ,0.7274849980642664,0.045
2022-03-31,688396.SH,0.7144389598657891,0.045
2022-03-31,603392.SH,0.6929684475416181,0.045
2022-03-31,601825.SH,0.6906536327268035,0.045
2022-03-31,601288.SH,0.6885404568331398,0.045
2022-03-31,601138.SH,0.6856247580332946,0.045
2022-03-31,300316.SZ,0.684427022841657,0.045
2022-03-31,600016.SH,0.6791037553232675,0.045
2022-03-31,601916.SH,0.6709373790166473,0.045
2022-03-31,601988.SH,0.6688766292424829,0.045
2022-03-31,601939.SH,0.6676788940508454,0.045
2022-03-31,601009.SH,0.6641300490385856,0.045
2022-03-31,600104.SH,0.662573396567299,0.045
2022-05-05,601009.SH,0.875736531986532,0.045
2022-05-05,000895.SZ,0.8747571872571872,0.045
2022-05-05,600900.SH,0.8517385392385393,0.045
2022-05-05,003816.SZ,0.821532634032634,0.045
2022-05-05,601988.SH,0.8205856643356643,0.045
2022-05-05,601398.SH,0.8130544224294224,0.045
2022-05-05,601288.SH,0.8072916666666666,0.045
2022-05-05,601328.SH,0.8055150867650868,0.045
2022-05-05,601006.SH,0.8031436156436156,0.045
2022-05-05,601818.SH,0.7962477337477338,0.045
2022-05-05,600886.SH,0.7960777648277647,0.045
2022-05-05,600025.SH,0.7947503885003885,0.045
2022-05-05,600015.SH,0.7939086376586376,0.045
2022-05-05,601728.SH,0.7870289432789432,0.045
2022-05-05,601169.SH,0.784633190883191,0.045
2022-05-05,600887.SH,0.7834110334110335,0.045
2022-05-05,601939.SH,0.7765879953379953,0.045
2022-05-05,600000.SH,0.7719098031598032,0.045
2022-05-05,601229.SH,0.771885521885522,0.045
2022-05-05,600941.SH,0.7694169256669255,0.045
2022-06-02,600016.SH,0.7463820901320902,0.045
2022-06-02,600941.SH,0.7206925019425019,0.045
2022-06-02,600025.SH,0.7186528749028748,0.045
2022-06-02,601298.SH,0.7183938746438746,0.045
2022-06-02,601006.SH,0.713998963998964,0.045
2022-06-02,601225.SH,0.7081633644133644,0.045
2022-06-02,002466.SZ,0.7031290468790469,0.045
2022-06-02,000776.SZ,0.699414011914012,0.045
2022-06-02,600674.SH,0.698369917119917,0.045
2022-06-02,600886.SH,0.696030821030821,0.045
2022-06-02,601456.SH,0.69493006993007,0.045
2022-06-02,300979.SZ,0.6840439652939653,0.045
2022-06-02,601988.SH,0.6805474617974617,0.045
2022-06-02,601816.SH,0.6787749287749287,0.045
2022-06-02,601939.SH,0.677059052059052,0.045
2022-06-02,601901.SH,0.6744447681947682,0.045
2022-06-02,601319.SH,0.6711263273763274,0.045
2022-06-02,600905.SH,0.6694994819994821,0.045
2022-06-02,600377.SH,0.6687710437710438,0.045
2022-06-02,002459.SZ,0.6677026677026677,0.045
2022-07-01,002422.SZ,0.7178639846743295,0.045
2022-07-01,601318.SH,0.6939655172413793,0.045
2022-07-01,300760.SZ,0.6925526819923372,0.045
2022-07-01,002601.SZ,0.6913393997445721,0.045
2022-07-01,002714.SZ,0.6857120051085568,0.045
2022-07-01,000895.SZ,0.682742656449553,0.045
2022-07-01,000876.SZ,0.6799329501915709,0.045
2022-07-01,601688.SH,0.678560025542784,0.045
2022-07-01,002736.SZ,0.6777777777777777,0.045
2022-07-01,601077.SH,0.677705938697318,0.045
2022-07-01,600161.SH,0.6766283524904214,0.045
2022-07-01,002252.SZ,0.6756784802043422,0.045
2022-07-01,600016.SH,0.6733636653895275,0.045
2022-07-01,002001.SZ,0.6685105363984674,0.045
2022-07-01,600875.SH,0.6675327266922094,0.045
2022-07-01,600845.SH,0.6669300766283525,0.045
2022-07-01,600489.SH,0.6660280970625799,0.045
2022-07-01,600519.SH,0.6657646871008941,0.045
2022-07-01,000651.SZ,0.6568566411238825,0.045
2022-07-01,601628.SH,0.6566491060025542,0.045
2022-07-29,601018.SH,0.740118522053852,0.045
2022-07-29,601728.SH,0.7390764825199856,0.045
2022-07-29,600845.SH,0.737477627968023,0.045
2022-07-29,600900.SH,0.7332020840790676,0.045
2022-07-29,601988.SH,0.7206140874199578,0.045
2022-07-29,000425.SZ,0.719273754126397,0.045
2022-07-29,600161.SH,0.7166010420395339,0.045
2022-07-29,000651.SZ,0.7100902835779342,0.045
2022-07-29,600674.SH,0.7096050590621644,0.045
2022-07-29,688009.SH,0.7033846398600008,0.045
2022-07-29,002252.SZ,0.6984528496997177,0.045
2022-07-29,600660.SH,0.6984090999482958,0.045
2022-07-29,600028.SH,0.6982480213180606,0.045
2022-07-29,600941.SH,0.6963091118800461,0.045
2022-07-29,601288.SH,0.6947480412043113,0.045
2022-07-29,601328.SH,0.6942290100624429,0.045
2022-07-29,601825.SH,0.6873046175874,0.045
2022-07-29,600886.SH,0.6858449667899614,0.045
2022-07-29,601077.SH,0.6838881597263651,0.045
2022-07-29,601298.SH,0.68154953665036,0.045
2022-08-26,601728.SH,0.7307577973578758,0.045
2022-08-26,600050.SH,0.7293269440381772,0.045
2022-08-26,600183.SH,0.7174679048898719,0.045
2022-08-26,600023.SH,0.7097270280661284,0.045
2022-08-26,000166.SZ,0.6926083148035845,0.045
2022-08-26,601985.SH,0.6853470314748095,0.045
2022-08-26,002916.SZ,0.6829292460869532,0.045
2022-08-26,688396.SH,0.6766786763219539,0.045
2022-08-26,600233.SH,0.6756679627581779,0.045
2022-08-26,603195.SH,0.6680142847517013,0.045
2022-08-26,601006.SH,0.667701161726061,0.045
2022-08-26,600918.SH,0.6649821440603733,0.045
2022-08-26,301269.SZ,0.6643836430873138,0.045
2022-08-26,002371.SZ,0.6601188282064393,0.045
2022-08-26,600061.SH,0.6581251461571085,0.045
2022-08-26,603260.SH,0.6540981462324166,0.045
2022-08-26,605117.SH,0.6508281905849059,0.045
2022-08-26,688009.SH,0.6504318323246016,0.045
2022-08-26,601881.SH,0.6488582900311934,0.045
2022-08-26,601688.SH,0.64790306662386,0.045
2022-09-26,600845.SH,0.8156996587030717,0.045
2022-09-26,601607.SH,0.745164960182025,0.045
2022-09-26,601009.SH,0.7360637087599545,0.045
2022-09-26,601318.SH,0.7337883959044369,0.045
2022-09-26,600690.SH,0.7315130830489193,0.045
2022-09-26,601006.SH,0.726962457337884,0.045
2022-09-26,000651.SZ,0.7258248009101251,0.045
2022-09-26,603195.SH,0.7224118316268487,0.045
2022-09-26,601825.SH,0.7133105802047782,0.045
2022-09-26,300832.SZ,0.7098976109215016,0.045
2022-09-26,000333.SZ,0.7087599544937428,0.045
2022-09-26,601117.SH,0.7007963594994312,0.045
2022-09-26,600377.SH,0.7007963594994312,0.045
2022-09-26,600926.SH,0.6973833902161548,0.045
2022-09-26,600900.SH,0.6973833902161547,0.045
2022-09-26,601328.SH,0.6962457337883959,0.045
2022-09-26,601988.SH,0.695108077360637,0.045
2022-09-26,601288.SH,0.6928327645051194,0.045
2022-09-26,600660.SH,0.6928327645051194,0.045
2022-09-26,601186.SH,0.6916951080773606,0.045
2022-10-31,600905.SH,0.7409399395865207,0.045
2022-10-31,003816.SZ,0.7359224824447844,0.045
2022-10-31,601669.SH,0.7268408457887098,0.045
2022-10-31,600372.SH,0.7173080695147306,0.045
2022-10-31,600019.SH,0.7125809109097329,0.045
2022-10-31,601398.SH,0.7120787729002392,0.045
2022-10-31,600028.SH,0.706013887254325,0.045
2022-10-31,002311.SZ,0.7056961280451923,0.045
2022-10-31,601939.SH,0.6950727707818446,0.045
2022-10-31,000725.SZ,0.693613432191754,0.045
2022-10-31,601288.SH,0.6904868384920168,0.045
2022-10-31,601998.SH,0.6891255737319054,0.045
2022-10-31,600938.SH,0.6869169510807737,0.045
2022-10-31,600023.SH,0.6864971950884625,0.045
2022-10-31,601857.SH,0.686485426228865,0.045
2022-10-31,601328.SH,0.6780314620846574,0.045
2022-10-31,601988.SH,0.6757208426503473,0.045
2022-10-31,001965.SZ,0.6715311286336355,0.045
2022-10-31,601818.SH,0.6609548468086776,0.045
2022-10-31,601229.SH,0.6585971519359775,0.045
2022-11-28,000938.SZ,0.7155858930602959,0.045
2022-11-28,002601.SZ,0.7007963594994312,0.045
2022-11-28,600436.SH,0.6916951080773606,0.045
2022-11-28,002415.SZ,0.6848691695108077,0.045
2022-11-28,300979.SZ,0.6803185437997725,0.045
2022-11-28,600176.SH,0.6700796359499431,0.045
2022-11-28,000063.SZ,0.6643913538111491,0.045
2022-11-28,000895.SZ,0.6609783845278726,0.045
2022-11-28,600066.SH,0.6598407281001138,0.045
2022-11-28,601138.SH,0.6575654152445961,0.045
2022-11-28,600183.SH,0.6564277588168373,0.045
2022-11-28,601825.SH,0.6496018202502843,0.045
2022-11-28,300866.SZ,0.6473265073947667,0.045
2022-11-28,300999.SZ,0.646188850967008,0.045
2022-11-28,000425.SZ,0.6450511945392492,0.045
2022-11-28,600219.SH,0.6427758816837316,0.045
2022-11-28,002027.SZ,0.6416382252559728,0.045
2022-11-28,603993.SH,0.6348122866894198,0.045
2022-11-28,603288.SH,0.633674630261661,0.045
2022-11-28,002028.SZ,0.6234357224118316,0.045
2022-12-26,601138.SH,0.800932604607704,0.045
2022-12-26,601818.SH,0.7673369619751697,0.045
2022-12-26,600104.SH,0.7632245229466474,0.045
2022-12-26,688396.SH,0.7521445898768125,0.045
2022-12-26,600887.SH,0.7505826742614681,0.045
2022-12-26,000425.SZ,0.7405672986328575,0.045
2022-12-26,600000.SH,0.7349497535077739,0.045
2022-12-26,600519.SH,0.7283972743810979,0.045
2022-12-26,601825.SH,0.7219144327290592,0.045
2022-12-26,002304.SZ,0.7217387915430296,0.045
2022-12-26,600115.SH,0.7192347338366126,0.045
2022-12-26,600015.SH,0.7175734117443153,0.045
2022-12-26,000333.SZ,0.717409539698736,0.045
2022-12-26,000338.SZ,0.7165666411899391,0.045
2022-12-26,300750.SZ,0.7094344199059902,0.045
2022-12-26,601298.SH,0.6988147050238022,0.045
2022-12-26,300866.SZ,0.6905024339722714,0.045
2022-12-26,000651.SZ,0.6884789562881907,0.045
2022-12-26,601919.SH,0.6870636458826089,0.045
2022-12-26,601169.SH,0.6853546770971386,0.045
2023-01-31,600999.SH,0.7352781840836449,0.045
2023-01-31,002736.SZ,0.7022977564176979,0.045
2023-01-31,600030.SH,0.6965475610039237,0.045
2023-01-31,300059.SZ,0.6942412915109161,0.045
2023-01-31,000651.SZ,0.6907702785323458,0.045
2023-01-31,601318.SH,0.6840449490376356,0.045
2023-01-31,600958.SH,0.6839211224876753,0.045
2023-01-31,000001.SZ,0.6830504670582682,0.045
2023-01-31,000166.SZ,0.6795098016453452,0.045
2023-01-31,300122.SZ,0.6791963656907587,0.045
2023-01-31,601377.SH,0.6785501458831541,0.045
2023-01-31,600584.SH,0.6739182589987075,0.045
2023-01-31,600019.SH,0.6719138167212279,0.045
2023-01-31,600519.SH,0.6702189408186482,0.045
2023-01-31,601878.SH,0.6680442370349732,0.045
2023-01-31,600036.SH,0.6673012777352124,0.045
2023-01-31,000661.SZ,0.6610248194841076,0.045
2023-01-31,601658.SH,0.6569385433354229,0.045
2023-01-31,300015.SZ,0.6565554549464837,0.045
2023-01-31,300759.SZ,0.6553017111281373,0.045
2023-02-28,000338.SZ,0.706854395664732,0.045
2023-02-28,600309.SH,0.6905470717635516,0.045
2023-02-28,601601.SH,0.6854815304961575,0.045
2023-02-28,600585.SH,0.6854400632435738,0.045
2023-02-28,600436.SH,0.6804690129287887,0.045
2023-02-28,002001.SZ,0.6723334830965255,0.045
2023-02-28,600028.SH,0.6678529020069733,0.045
2023-02-28,601360.SH,0.6666705362463529,0.045
2023-02-28,600426.SH,0.6658494009786063,0.045
2023-02-28,000786.SZ,0.664931212468999,0.045
2023-02-28,002600.SZ,0.6635663228179074,0.045
2023-02-28,000895.SZ,0.6609345641525066,0.045
2023-02-28,300418.SZ,0.6599215186489686,0.045
2023-02-28,601618.SH,0.6568961086879175,0.045
2023-02-28,600276.SH,0.6567415608127456,0.045
2023-02-28,600346.SH,0.648379294527515,0.045
2023-02-28,603195.SH,0.6476467151138043,0.045
2023-02-28,601857.SH,0.6475526163483257,0.045
2023-02-28,601021.SH,0.6455458470938725,0.045
2023-02-28,600690.SH,0.6433743330988577,0.045
2023-03-28,601298.SH,0.786036036036036,0.045
2023-03-28,600377.SH,0.7826576576576576,0.045
2023-03-28,601985.SH,0.7646396396396397,0.045
2023-03-28,601006.SH,0.7601351351351351,0.045
2023-03-28,600886.SH,0.7415540540540541,0.045
2023-03-28,688303.SH,0.7387387387387387,0.045
2023-03-28,601988.SH,0.7353603603603603,0.045
2023-03-28,003816.SZ,0.7319819819819818,0.045
2023-03-28,600900.SH,0.7274774774774775,0.045
2023-03-28,601328.SH,0.7240990990990991,0.045
2023-03-28,601077.SH,0.7201576576576576,0.045
2023-03-28,601229.SH,0.7150900900900901,0.045
2023-03-28,601939.SH,0.7150900900900901,0.045
